main_category,time_period,average_rating,rating_count,month,year
Cell Phone & Camera w. Accessories,2020-09,4.250187969924812,1424,Sep,2020
Cell Phone & Camera w. Accessories,2020-10,4.186088560885609,1628,Oct,2020
Cell Phone & Camera w. Accessories,2020-11,4.09094696969697,1171,Nov,2020
Cell Phone & Camera w. Accessories,2020-12,4.1318809523809525,2127,Dec,2020
Cell Phone & Camera w. Accessories,2021-01,4.141535181236674,2652,Jan,2021
Cell Phone & Camera w. Accessories,2021-02,4.0613451776649745,1955,Feb,2021
Cell Phone & Camera w. Accessories,2021-03,4.013375796178344,2716,Mar,2021
Cell Phone & Camera w. Accessories,2021-04,4.033774834437086,2343,Apr,2021
Cell Phone & Camera w. Accessories,2021-05,4.0354721549636805,1707,May,2021
Cell Phone & Camera w. Accessories,2021-06,4.047960687960688,1641,Jun,2021
Cell Phone & Camera w. Accessories,2021-07,3.982641975308642,1468,Jul,2021
Cell Phone & Camera w. Accessories,2021-08,4.078711484593837,1173,Aug,2021
Cell Phone & Camera w. Accessories,2021-09,3.9500617283950614,992,Sep,2021
Cell Phone & Camera w. Accessories,2021-10,3.8562310030395137,1184,Oct,2021
Cell Phone & Camera w. Accessories,2021-11,3.908701298701299,1002,Nov,2021
Cell Phone & Camera w. Accessories,2021-12,3.891800486618005,1587,Dec,2021
Cell Phone & Camera w. Accessories,2022-01,3.7854697286012526,2053,Jan,2022
Cell Phone & Camera w. Accessories,2022-02,3.9415675675675677,1420,Feb,2022
Cell Phone & Camera w. Accessories,2022-03,3.928147268408551,1543,Mar,2022
Cell Phone & Camera w. Accessories,2022-04,3.904330900243309,1428,Apr,2022
Cell Phone & Camera w. Accessories,2022-05,4.019559585492228,1242,May,2022
Cell Phone & Camera w. Accessories,2022-06,3.940134048257373,1188,Jun,2022
Cell Phone & Camera w. Accessories,2022-07,3.96702380952381,1322,Jul,2022
Cell Phone & Camera w. Accessories,2022-08,3.987580299785867,1448,Aug,2022
Cell Phone & Camera w. Accessories,2022-09,3.9728125000000003,1442,Sep,2022
Cell Phone & Camera w. Accessories,2022-10,4.150941422594142,1618,Oct,2022
Cell Phone & Camera w. Accessories,2022-11,3.932354211663067,1645,Nov,2022
Cell Phone & Camera w. Accessories,2022-12,4.015852782764811,2069,Dec,2022
Cell Phone & Camera w. Accessories,2023-01,4.012608695652173,2549,Jan,2023
Cell Phone & Camera w. Accessories,2023-02,4.0319038076152305,1500,Feb,2023
Cell Phone & Camera w. Accessories,2023-03,3.963865698729583,1867,Mar,2023
Cell Phone & Camera w. Accessories,2023-04,3.9898783454987834,1112,Apr,2023
Cell Phone & Camera w. Accessories,2023-05,4.098303030303031,711,May,2023
Cell Phone & Camera w. Accessories,2023-06,4.144298642533936,439,Jun,2023
Cell Phone & Camera w. Accessories,2023-07,4.204820512820513,348,Jul,2023
Cell Phone & Camera w. Accessories,2023-08,4.228368794326242,231,Aug,2023
Cell Phone & Camera w. Accessories,2023-09,3.75,12,Sep,2023
Computers,2000-10,5.0,4,Oct,2000
Computers,2000-11,5.0,1,Nov,2000
Computers,2000-12,5.0,4,Dec,2000
Computers,2001-01,5.0,2,Jan,2001
Computers,2001-02,4.8,6,Feb,2001
Computers,2001-03,3.0,4,Mar,2001
Computers,2001-04,5.0,3,Apr,2001
Computers,2001-05,5.0,3,May,2001
Computers,2001-07,3.0,1,Jul,2001
Computers,2001-08,4.5,2,Aug,2001
Computers,2001-09,4.0,1,Sep,2001
Computers,2001-10,5.0,2,Oct,2001
Computers,2001-11,4.67,3,Nov,2001
Computers,2001-12,4.333333333333333,5,Dec,2001
Computers,2002-01,4.75,3,Jan,2002
Computers,2002-02,5.0,1,Feb,2002
Computers,2002-05,4.75,5,May,2002
Computers,2002-06,4.5,4,Jun,2002
Computers,2002-07,5.0,5,Jul,2002
Computers,2002-08,3.75,7,Aug,2002
Computers,2002-10,4.556666666666667,5,Oct,2002
Computers,2002-11,5.0,3,Nov,2002
Computers,2002-12,3.25,6,Dec,2002
Computers,2003-01,4.533333333333333,8,Jan,2003
Computers,2003-02,4.583333333333333,6,Feb,2003
Computers,2003-03,4.5,4,Mar,2003
Computers,2003-04,4.25,3,Apr,2003
Computers,2003-05,4.666666666666667,6,May,2003
Computers,2003-06,2.75,3,Jun,2003
Computers,2003-07,4.333333333333333,4,Jul,2003
Computers,2003-08,4.415,5,Aug,2003
Computers,2003-09,4.666666666666667,4,Sep,2003
Computers,2003-10,5.0,2,Oct,2003
Computers,2003-11,4.375,6,Nov,2003
Computers,2003-12,3.5833333333333335,8,Dec,2003
Computers,2004-01,4.335,4,Jan,2004
Computers,2004-02,4.5,4,Feb,2004
Computers,2004-03,2.0,1,Mar,2004
Computers,2004-04,1.0,1,Apr,2004
Computers,2004-06,4.0,1,Jun,2004
Computers,2004-07,5.0,4,Jul,2004
Computers,2004-08,4.0,3,Aug,2004
Computers,2004-09,4.75,3,Sep,2004
Computers,2004-10,3.915,5,Oct,2004
Computers,2004-11,3.5,4,Nov,2004
Computers,2004-12,4.916666666666667,6,Dec,2004
Computers,2005-01,3.625,5,Jan,2005
Computers,2005-02,4.5,2,Feb,2005
Computers,2005-03,3.5,2,Mar,2005
Computers,2005-05,3.6666666666666665,5,May,2005
Computers,2005-06,3.5,3,Jun,2005
Computers,2005-07,4.333333333333333,7,Jul,2005
Computers,2005-08,4.0,2,Aug,2005
Computers,2005-09,5.0,2,Sep,2005
Computers,2005-10,4.7075,10,Oct,2005
Computers,2005-11,3.75,6,Nov,2005
Computers,2005-12,4.0,7,Dec,2005
Computers,2006-01,4.2,5,Jan,2006
Computers,2006-02,4.333333333333333,9,Feb,2006
Computers,2006-03,1.0,2,Mar,2006
Computers,2006-04,3.0,4,Apr,2006
Computers,2006-05,4.333333333333333,6,May,2006
Computers,2006-07,4.8325,6,Jul,2006
Computers,2006-08,2.95,12,Aug,2006
Computers,2006-09,4.125,5,Sep,2006
Computers,2006-10,3.125,6,Oct,2006
Computers,2006-11,4.4675,19,Nov,2006
Computers,2006-12,3.875,5,Dec,2006
Computers,2007-01,4.122999999999999,46,Jan,2007
Computers,2007-02,3.4575,25,Feb,2007
Computers,2007-03,4.4557142857142855,29,Mar,2007
Computers,2007-04,3.95,17,Apr,2007
Computers,2007-05,4.75,18,May,2007
Computers,2007-06,4.388333333333333,17,Jun,2007
Computers,2007-07,3.75,19,Jul,2007
Computers,2007-08,4.638333333333333,19,Aug,2007
Computers,2007-09,4.0,16,Sep,2007
Computers,2007-10,4.62,16,Oct,2007
Computers,2007-11,4.45,10,Nov,2007
Computers,2007-12,3.44125,30,Dec,2007
Computers,2008-01,4.418181818181818,29,Jan,2008
Computers,2008-02,4.265833333333333,28,Feb,2008
Computers,2008-03,4.17,22,Mar,2008
Computers,2008-04,4.323,29,Apr,2008
Computers,2008-05,4.2683333333333335,16,May,2008
Computers,2008-06,3.3400000000000003,20,Jun,2008
Computers,2008-07,3.6990000000000003,25,Jul,2008
Computers,2008-08,3.53,21,Aug,2008
Computers,2008-09,4.333333333333333,14,Sep,2008
Computers,2008-10,3.9799999999999995,14,Oct,2008
Computers,2008-11,3.4899999999999998,17,Nov,2008
Computers,2008-12,3.9000000000000004,31,Dec,2008
Computers,2009-01,3.802857142857143,38,Jan,2009
Computers,2009-02,4.108461538461539,36,Feb,2009
Computers,2009-03,4.047272727272728,25,Mar,2009
Computers,2009-04,3.9384615384615387,19,Apr,2009
Computers,2009-05,3.75,20,May,2009
Computers,2009-06,3.631333333333333,23,Jun,2009
Computers,2009-07,4.2975,15,Jul,2009
Computers,2009-08,4.1259999999999994,20,Aug,2009
Computers,2009-09,4.686111111111111,29,Sep,2009
Computers,2009-10,3.9705882352941178,21,Oct,2009
Computers,2009-11,3.8181818181818183,15,Nov,2009
Computers,2009-12,3.675,28,Dec,2009
Computers,2010-01,3.9186363636363635,40,Jan,2010
Computers,2010-02,3.8877272727272727,33,Feb,2010
Computers,2010-03,3.08,16,Mar,2010
Computers,2010-04,3.96875,20,Apr,2010
Computers,2010-05,3.9915384615384615,25,May,2010
Computers,2010-06,3.7857142857142856,20,Jun,2010
Computers,2010-07,3.8335714285714286,26,Jul,2010
Computers,2010-08,3.664375,25,Aug,2010
Computers,2010-09,3.533,32,Sep,2010
Computers,2010-10,4.039130434782609,40,Oct,2010
Computers,2010-11,3.3794117647058823,34,Nov,2010
Computers,2010-12,4.25,59,Dec,2010
Computers,2011-01,4.033235294117647,82,Jan,2011
Computers,2011-02,4.2629166666666665,56,Feb,2011
Computers,2011-03,4.2061290322580644,74,Mar,2011
Computers,2011-04,3.8308571428571434,66,Apr,2011
Computers,2011-05,4.097575757575758,60,May,2011
Computers,2011-06,4.383214285714286,60,Jun,2011
Computers,2011-07,3.7725,74,Jul,2011
Computers,2011-08,3.996060606060606,78,Aug,2011
Computers,2011-09,3.9314999999999998,79,Sep,2011
Computers,2011-10,4.270882352941177,89,Oct,2011
Computers,2011-11,4.058636363636364,96,Nov,2011
Computers,2011-12,3.8002,142,Dec,2011
Computers,2012-01,3.714035087719298,160,Jan,2012
Computers,2012-02,4.09921568627451,151,Feb,2012
Computers,2012-03,3.5962264150943395,145,Mar,2012
Computers,2012-04,3.8345454545454545,152,Apr,2012
Computers,2012-05,3.8167241379310344,152,May,2012
Computers,2012-06,3.795714285714286,157,Jun,2012
Computers,2012-07,3.830869565217391,165,Jul,2012
Computers,2012-08,4.222777777777778,197,Aug,2012
Computers,2012-09,3.863076923076923,209,Sep,2012
Computers,2012-10,3.9872857142857145,205,Oct,2012
Computers,2012-11,3.9724107142857146,367,Nov,2012
Computers,2012-12,4.163666666666667,714,Dec,2012
Computers,2013-01,3.9951595744680852,897,Jan,2013
Computers,2013-02,3.999425287356322,721,Feb,2013
Computers,2013-03,4.052931034482759,827,Mar,2013
Computers,2013-04,4.048715083798883,789,Apr,2013
Computers,2013-05,4.126850828729282,849,May,2013
Computers,2013-06,3.8853296703296705,777,Jun,2013
Computers,2013-07,4.093736842105263,860,Jul,2013
Computers,2013-08,4.000809523809524,925,Aug,2013
Computers,2013-09,4.042083333333333,843,Sep,2013
Computers,2013-10,4.04141592920354,1010,Oct,2013
Computers,2013-11,4.015701357466064,906,Nov,2013
Computers,2013-12,3.9073605947955388,1426,Dec,2013
Computers,2014-01,4.137231270358306,1987,Jan,2014
Computers,2014-02,4.003544776119403,1521,Feb,2014
Computers,2014-03,4.060433333333334,1676,Mar,2014
Computers,2014-04,4.002429577464789,1446,Apr,2014
Computers,2014-05,4.008661971830986,1455,May,2014
Computers,2014-06,4.090177935943061,1358,Jun,2014
Computers,2014-07,4.091875,2165,Jul,2014
Computers,2014-08,4.062814814814815,2339,Aug,2014
Computers,2014-09,3.9948370927318297,2346,Sep,2014
Computers,2014-10,4.059616306954436,2369,Oct,2014
Computers,2014-11,3.9798966408268734,2253,Nov,2014
Computers,2014-12,4.0295178197064985,3299,Dec,2014
Computers,2015-01,4.082300556586271,4142,Jan,2015
Computers,2015-02,4.08556552962298,3884,Feb,2015
Computers,2015-03,3.9945438282647583,3845,Mar,2015
Computers,2015-04,3.9691067961165047,3373,Apr,2015
Computers,2015-05,4.041705882352941,3127,May,2015
Computers,2015-06,3.9618375241779495,3104,Jun,2015
Computers,2015-07,3.9921340388007054,3654,Jul,2015
Computers,2015-08,3.966204506065858,3844,Aug,2015
Computers,2015-09,4.059561403508772,3342,Sep,2015
Computers,2015-10,3.9581320450885666,3411,Oct,2015
Computers,2015-11,3.99867269984917,3494,Nov,2015
Computers,2015-12,3.9245403111739745,4110,Dec,2015
Computers,2016-01,3.9762097735399284,5083,Jan,2016
Computers,2016-02,3.9858956109134045,4620,Feb,2016
Computers,2016-03,3.9967950169875426,4962,Mar,2016
Computers,2016-04,4.015018137847642,3922,Apr,2016
Computers,2016-05,3.9945707915273134,4372,May,2016
Computers,2016-06,3.992638580931264,4489,Jun,2016
Computers,2016-07,4.016970618034448,4878,Jul,2016
Computers,2016-08,4.006555118110236,5162,Aug,2016
Computers,2016-09,3.9700785083415115,4994,Sep,2016
Computers,2016-10,3.9279857578840285,4519,Oct,2016
Computers,2016-11,3.8986634146341466,4756,Nov,2016
Computers,2016-12,3.999715189873418,7023,Dec,2016
Computers,2017-01,4.015545023696682,7248,Jan,2017
Computers,2017-02,3.9658288288288284,5395,Feb,2017
Computers,2017-03,3.9582125603864737,6003,Mar,2017
Computers,2017-04,3.936816999132697,5151,Apr,2017
Computers,2017-05,3.933428835489834,4944,May,2017
Computers,2017-06,3.875199258572753,4760,Jun,2017
Computers,2017-07,3.88459505541347,5336,Jul,2017
Computers,2017-08,3.9912018853102906,6040,Aug,2017
Computers,2017-09,3.9091950207468877,5609,Sep,2017
Computers,2017-10,3.842053494391717,5428,Oct,2017
Computers,2017-11,3.803050440352282,5956,Nov,2017
Computers,2017-12,3.8318271417740717,7036,Dec,2017
Computers,2018-01,3.9078479381443296,9584,Jan,2018
Computers,2018-02,3.853939606741573,7829,Feb,2018
Computers,2018-03,3.8899059561128526,9054,Mar,2018
Computers,2018-04,3.822594371997255,8004,Apr,2018
Computers,2018-05,3.8533895921237695,7010,May,2018
Computers,2018-06,3.859632199861207,6748,Jun,2018
Computers,2018-07,3.8884487179487177,7696,Jul,2018
Computers,2018-08,3.8285235332043843,7694,Aug,2018
Computers,2018-09,3.8789480874316937,6218,Sep,2018
Computers,2018-10,3.908270068450529,6691,Oct,2018
Computers,2018-11,3.8928616953473547,6612,Nov,2018
Computers,2018-12,3.9050989583333333,9854,Dec,2018
Computers,2019-01,3.957477978674085,12129,Jan,2019
Computers,2019-02,3.944983870967742,9164,Feb,2019
Computers,2019-03,3.945749875435974,9714,Mar,2019
Computers,2019-04,3.996100867678959,7789,Apr,2019
Computers,2019-05,4.031131465517241,7815,May,2019
Computers,2019-06,3.959516129032258,8781,Jun,2019
Computers,2019-07,4.029795825771325,11069,Jul,2019
Computers,2019-08,4.033690821256038,9648,Aug,2019
Computers,2019-09,3.9515899795501026,7925,Sep,2019
Computers,2019-10,3.969105480868666,7778,Oct,2019
Computers,2019-11,4.010842055185538,8639,Nov,2019
Computers,2019-12,4.006159874608151,14755,Dec,2019
Computers,2020-01,4.024996271439225,16483,Jan,2020
Computers,2020-02,3.9963471074380164,12777,Feb,2020
Computers,2020-03,3.8745367412140577,10370,Mar,2020
Computers,2020-04,3.7291232014388487,10407,Apr,2020
Computers,2020-05,3.788245192307692,13226,May,2020
Computers,2020-06,3.754243208279431,11974,Jun,2020
Computers,2020-07,3.850955730244104,12518,Jul,2020
Computers,2020-08,3.872131423757372,11809,Aug,2020
Computers,2020-09,3.8635493965131875,11850,Sep,2020
Computers,2020-10,3.8253566851772747,12763,Oct,2020
Computers,2020-11,3.864685968819599,11126,Nov,2020
Computers,2020-12,3.9000960430272764,14873,Dec,2020
Computers,2021-01,3.909956169925826,17496,Jan,2021
Computers,2021-02,3.8918562657999276,14288,Feb,2021
Computers,2021-03,3.916014988595634,17650,Mar,2021
Computers,2021-04,3.926260899895361,15172,Apr,2021
Computers,2021-05,3.84312881097561,12226,May,2021
Computers,2021-06,3.86154912836767,11708,Jun,2021
Computers,2021-07,3.8338670338316287,11761,Jul,2021
Computers,2021-08,3.8143850042123,10261,Aug,2021
Computers,2021-09,3.8070923288929723,8452,Sep,2021
Computers,2021-10,3.7718360655737704,7857,Oct,2021
Computers,2021-11,3.766153091265947,7627,Nov,2021
Computers,2021-12,3.8368465788355293,9491,Dec,2021
Computers,2022-01,3.843965718737826,11539,Jan,2022
Computers,2022-02,3.7074233409610984,8389,Feb,2022
Computers,2022-03,3.837224594363792,9150,Mar,2022
Computers,2022-04,3.8428511821974967,8196,Apr,2022
Computers,2022-05,3.8308011869436203,7517,May,2022
Computers,2022-06,3.8174749498998,7080,Jun,2022
Computers,2022-07,3.81185150812065,8495,Jul,2022
Computers,2022-08,3.8415489249670904,9203,Aug,2022
Computers,2022-09,3.8103943145346166,8249,Sep,2022
Computers,2022-10,3.8384905660377364,8399,Oct,2022
Computers,2022-11,3.8898185202419726,8233,Nov,2022
Computers,2022-12,3.878277328796257,9490,Dec,2022
Computers,2023-01,3.9296576923076927,10885,Jan,2023
Computers,2023-02,3.8834317343173437,8330,Feb,2023
Computers,2023-03,3.9009429175475687,9347,Mar,2023
Computers,2023-04,3.8715380549682874,5999,Apr,2023
Computers,2023-05,3.885769230769231,3452,May,2023
Computers,2023-06,3.8322157996146435,2259,Jun,2023
Computers,2023-07,3.925580912863071,2048,Jul,2023
Computers,2023-08,3.954249291784702,1315,Aug,2023
Computers,2023-09,4.246666666666667,80,Sep,2023
Daily Gadgets,1999-12,5.0,1,Dec,1999
Daily Gadgets,2000-06,5.0,1,Jun,2000
Daily Gadgets,2000-11,4.0,3,Nov,2000
Daily Gadgets,2000-12,4.75,4,Dec,2000
Daily Gadgets,2001-01,3.335,4,Jan,2001
Daily Gadgets,2001-02,2.835,4,Feb,2001
Daily Gadgets,2001-03,3.0,4,Mar,2001
Daily Gadgets,2001-04,5.0,1,Apr,2001
Daily Gadgets,2001-05,3.5,4,May,2001
Daily Gadgets,2001-06,3.0,3,Jun,2001
Daily Gadgets,2001-07,2.5,2,Jul,2001
Daily Gadgets,2001-08,5.0,1,Aug,2001
Daily Gadgets,2001-09,5.0,2,Sep,2001
Daily Gadgets,2001-10,4.0,4,Oct,2001
Daily Gadgets,2001-11,3.6933333333333334,17,Nov,2001
Daily Gadgets,2001-12,2.835,10,Dec,2001
Daily Gadgets,2002-01,4.085,7,Jan,2002
Daily Gadgets,2002-02,3.75,4,Feb,2002
Daily Gadgets,2002-03,3.0,2,Mar,2002
Daily Gadgets,2002-04,5.0,1,Apr,2002
Daily Gadgets,2002-07,3.0,1,Jul,2002
Daily Gadgets,2002-09,4.5,2,Sep,2002
Daily Gadgets,2002-10,5.0,1,Oct,2002
Daily Gadgets,2002-11,3.3333333333333335,3,Nov,2002
Daily Gadgets,2002-12,3.8333333333333335,4,Dec,2002
Daily Gadgets,2003-01,3.75,3,Jan,2003
Daily Gadgets,2003-02,3.3333333333333335,3,Feb,2003
Daily Gadgets,2003-05,3.0,1,May,2003
Daily Gadgets,2003-06,5.0,2,Jun,2003
Daily Gadgets,2003-07,3.0,2,Jul,2003
Daily Gadgets,2003-08,5.0,1,Aug,2003
Daily Gadgets,2003-09,2.0,1,Sep,2003
Daily Gadgets,2003-11,4.0,3,Nov,2003
Daily Gadgets,2003-12,3.5,2,Dec,2003
Daily Gadgets,2004-01,1.0,1,Jan,2004
Daily Gadgets,2004-03,4.0,1,Mar,2004
Daily Gadgets,2004-04,4.0,1,Apr,2004
Daily Gadgets,2004-06,4.5,2,Jun,2004
Daily Gadgets,2004-07,5.0,1,Jul,2004
Daily Gadgets,2004-08,4.0,1,Aug,2004
Daily Gadgets,2004-09,3.0,2,Sep,2004
Daily Gadgets,2004-10,4.333333333333333,3,Oct,2004
Daily Gadgets,2004-11,3.0,1,Nov,2004
Daily Gadgets,2005-01,3.6666666666666665,3,Jan,2005
Daily Gadgets,2005-03,4.333333333333333,3,Mar,2005
Daily Gadgets,2005-04,3.0,1,Apr,2005
Daily Gadgets,2005-05,4.0,1,May,2005
Daily Gadgets,2005-08,4.0,2,Aug,2005
Daily Gadgets,2005-09,4.0,3,Sep,2005
Daily Gadgets,2005-10,3.5,4,Oct,2005
Daily Gadgets,2005-11,2.0,1,Nov,2005
Daily Gadgets,2005-12,3.835,4,Dec,2005
Daily Gadgets,2006-01,2.4433333333333334,5,Jan,2006
Daily Gadgets,2006-02,4.165,4,Feb,2006
Daily Gadgets,2006-03,4.875,5,Mar,2006
Daily Gadgets,2006-04,4.5,4,Apr,2006
Daily Gadgets,2006-05,2.8333333333333335,4,May,2006
Daily Gadgets,2006-06,4.25,3,Jun,2006
Daily Gadgets,2006-08,4.0,2,Aug,2006
Daily Gadgets,2006-11,5.0,4,Nov,2006
Daily Gadgets,2006-12,4.665,4,Dec,2006
Daily Gadgets,2007-01,4.7,11,Jan,2007
Daily Gadgets,2007-02,4.8,7,Feb,2007
Daily Gadgets,2007-03,3.35,9,Mar,2007
Daily Gadgets,2007-04,4.443333333333333,6,Apr,2007
Daily Gadgets,2007-05,4.5,2,May,2007
Daily Gadgets,2007-06,4.125,7,Jun,2007
Daily Gadgets,2007-07,4.666666666666667,5,Jul,2007
Daily Gadgets,2007-08,5.0,1,Aug,2007
Daily Gadgets,2007-09,4.166666666666667,4,Sep,2007
Daily Gadgets,2007-10,4.375,7,Oct,2007
Daily Gadgets,2007-11,4.835,9,Nov,2007
Daily Gadgets,2007-12,3.0833333333333335,15,Dec,2007
Daily Gadgets,2008-01,3.7350000000000003,13,Jan,2008
Daily Gadgets,2008-02,4.208333333333333,9,Feb,2008
Daily Gadgets,2008-03,3.776666666666667,5,Mar,2008
Daily Gadgets,2008-04,3.6666666666666665,3,Apr,2008
Daily Gadgets,2008-05,5.0,2,May,2008
Daily Gadgets,2008-07,3.7,8,Jul,2008
Daily Gadgets,2008-08,5.0,3,Aug,2008
Daily Gadgets,2008-09,3.9166666666666665,7,Sep,2008
Daily Gadgets,2008-10,2.75,4,Oct,2008
Daily Gadgets,2008-11,4.555555555555555,9,Nov,2008
Daily Gadgets,2008-12,3.7857142857142856,15,Dec,2008
Daily Gadgets,2009-01,4.486,21,Jan,2009
Daily Gadgets,2009-02,3.875,16,Feb,2009
Daily Gadgets,2009-03,3.375,9,Mar,2009
Daily Gadgets,2009-04,4.0,15,Apr,2009
Daily Gadgets,2009-05,3.97,27,May,2009
Daily Gadgets,2009-06,3.686,34,Jun,2009
Daily Gadgets,2009-07,3.4825,19,Jul,2009
Daily Gadgets,2009-08,4.806666666666667,14,Aug,2009
Daily Gadgets,2009-09,4.738571428571428,18,Sep,2009
Daily Gadgets,2009-10,3.0714285714285716,15,Oct,2009
Daily Gadgets,2009-11,3.9590000000000005,28,Nov,2009
Daily Gadgets,2009-12,4.252222222222222,22,Dec,2009
Daily Gadgets,2010-01,3.3499999999999996,33,Jan,2010
Daily Gadgets,2010-02,4.633333333333334,27,Feb,2010
Daily Gadgets,2010-03,4.70875,10,Mar,2010
Daily Gadgets,2010-04,4.33,17,Apr,2010
Daily Gadgets,2010-05,3.65125,16,May,2010
Daily Gadgets,2010-06,4.25,11,Jun,2010
Daily Gadgets,2010-07,4.2,17,Jul,2010
Daily Gadgets,2010-08,4.452222222222222,36,Aug,2010
Daily Gadgets,2010-09,3.9272727272727277,183,Sep,2010
Daily Gadgets,2010-10,4.193636363636364,287,Oct,2010
Daily Gadgets,2010-11,4.298125,214,Nov,2010
Daily Gadgets,2010-12,3.9386666666666668,191,Dec,2010
Daily Gadgets,2011-01,4.184615384615385,383,Jan,2011
Daily Gadgets,2011-02,4.304444444444445,367,Feb,2011
Daily Gadgets,2011-03,4.445454545454545,367,Mar,2011
Daily Gadgets,2011-04,4.358666666666666,258,Apr,2011
Daily Gadgets,2011-05,4.157777777777778,231,May,2011
Daily Gadgets,2011-06,4.4390909090909085,211,Jun,2011
Daily Gadgets,2011-07,4.275,191,Jul,2011
Daily Gadgets,2011-08,4.129375,169,Aug,2011
Daily Gadgets,2011-09,4.131578947368421,191,Sep,2011
Daily Gadgets,2011-10,4.338,161,Oct,2011
Daily Gadgets,2011-11,4.2015,113,Nov,2011
Daily Gadgets,2011-12,4.032380952380953,158,Dec,2011
Daily Gadgets,2012-01,4.125238095238095,220,Jan,2012
Daily Gadgets,2012-02,4.211153846153846,150,Feb,2012
Daily Gadgets,2012-03,3.7257894736842108,90,Mar,2012
Daily Gadgets,2012-04,4.38,66,Apr,2012
Daily Gadgets,2012-05,4.35875,66,May,2012
Daily Gadgets,2012-06,4.149444444444445,71,Jun,2012
Daily Gadgets,2012-07,4.242777777777778,57,Jul,2012
Daily Gadgets,2012-08,4.091111111111111,73,Aug,2012
Daily Gadgets,2012-09,3.8729999999999998,115,Sep,2012
Daily Gadgets,2012-10,4.05,114,Oct,2012
Daily Gadgets,2012-11,4.081052631578948,126,Nov,2012
Daily Gadgets,2012-12,4.186428571428571,283,Dec,2012
Daily Gadgets,2013-01,4.211333333333333,255,Jan,2013
Daily Gadgets,2013-02,4.29,175,Feb,2013
Daily Gadgets,2013-03,4.317619047619048,171,Mar,2013
Daily Gadgets,2013-04,4.1468421052631586,164,Apr,2013
Daily Gadgets,2013-05,4.347222222222222,138,May,2013
Daily Gadgets,2013-06,4.019705882352941,114,Jun,2013
Daily Gadgets,2013-07,4.251666666666667,126,Jul,2013
Daily Gadgets,2013-08,3.906216216216216,139,Aug,2013
Daily Gadgets,2013-09,4.124736842105263,132,Sep,2013
Daily Gadgets,2013-10,4.054864864864865,116,Oct,2013
Daily Gadgets,2013-11,4.123225806451613,124,Nov,2013
Daily Gadgets,2013-12,3.761,160,Dec,2013
Daily Gadgets,2014-01,4.193928571428572,213,Jan,2014
Daily Gadgets,2014-02,4.19391304347826,158,Feb,2014
Daily Gadgets,2014-03,3.9,145,Mar,2014
Daily Gadgets,2014-04,4.475882352941177,120,Apr,2014
Daily Gadgets,2014-05,4.258157894736843,105,May,2014
Daily Gadgets,2014-06,4.227209302325582,101,Jun,2014
Daily Gadgets,2014-07,4.160384615384616,184,Jul,2014
Daily Gadgets,2014-08,3.8952631578947368,181,Aug,2014
Daily Gadgets,2014-09,4.16864406779661,210,Sep,2014
Daily Gadgets,2014-10,4.0472,171,Oct,2014
Daily Gadgets,2014-11,4.294,160,Nov,2014
Daily Gadgets,2014-12,4.017169811320755,212,Dec,2014
Daily Gadgets,2015-01,4.322054794520548,280,Jan,2015
Daily Gadgets,2015-02,4.401884057971015,251,Feb,2015
Daily Gadgets,2015-03,4.376065573770492,203,Mar,2015
Daily Gadgets,2015-04,4.048412698412698,166,Apr,2015
Daily Gadgets,2015-05,4.256166666666667,162,May,2015
Daily Gadgets,2015-06,4.091666666666667,153,Jun,2015
Daily Gadgets,2015-07,4.1322448979591835,163,Jul,2015
Daily Gadgets,2015-08,4.081492537313433,183,Aug,2015
Daily Gadgets,2015-09,3.9662295081967214,166,Sep,2015
Daily Gadgets,2015-10,4.091971830985915,170,Oct,2015
Daily Gadgets,2015-11,4.407671232876712,153,Nov,2015
Daily Gadgets,2015-12,4.22171875,173,Dec,2015
Daily Gadgets,2016-01,3.952261904761905,245,Jan,2016
Daily Gadgets,2016-02,4.174358974358975,208,Feb,2016
Daily Gadgets,2016-03,3.960444444444444,257,Mar,2016
Daily Gadgets,2016-04,4.237721518987342,181,Apr,2016
Daily Gadgets,2016-05,4.150253164556962,185,May,2016
Daily Gadgets,2016-06,4.187402597402597,171,Jun,2016
Daily Gadgets,2016-07,4.27275,201,Jul,2016
Daily Gadgets,2016-08,4.175111111111111,211,Aug,2016
Daily Gadgets,2016-09,4.203647058823529,211,Sep,2016
Daily Gadgets,2016-10,4.330574712643678,184,Oct,2016
Daily Gadgets,2016-11,4.04360824742268,196,Nov,2016
Daily Gadgets,2016-12,4.143297872340426,252,Dec,2016
Daily Gadgets,2017-01,4.103362831858407,352,Jan,2017
Daily Gadgets,2017-02,4.24156862745098,271,Feb,2017
Daily Gadgets,2017-03,4.2975,287,Mar,2017
Daily Gadgets,2017-04,4.361304347826087,200,Apr,2017
Daily Gadgets,2017-05,4.146057692307692,210,May,2017
Daily Gadgets,2017-06,4.269887640449438,230,Jun,2017
Daily Gadgets,2017-07,4.081530612244898,219,Jul,2017
Daily Gadgets,2017-08,4.324672897196262,226,Aug,2017
Daily Gadgets,2017-09,4.332,224,Sep,2017
Daily Gadgets,2017-10,4.029565217391304,214,Oct,2017
Daily Gadgets,2017-11,4.299818181818182,207,Nov,2017
Daily Gadgets,2017-12,3.995454545454545,300,Dec,2017
Daily Gadgets,2018-01,4.037446808510638,350,Jan,2018
Daily Gadgets,2018-02,3.9736363636363636,269,Feb,2018
